Date,Average_Price
01/01/2017,75.96
01/02/2017,75.96
01/03/2017,76.44
01/04/2017,78.13
01/05/2017,77.85
01/06/2017,75.47
01/07/2017,75.25
01/08/2017,75.25
01/09/2017,75.03
01/10/2017,76.52
01/11/2017,77.91
01/12/2017,76.72
01/13/2017,77.84
01/14/2017,78.13
01/15/2017,78.13
01/16/2017,78.42
01/17/2017,78.26
01/18/2017,76.4
01/19/2017,74.19
01/20/2017,76.15
01/21/2017,76.15
01/22/2017,76.15
01/23/2017,78.11
01/24/2017,78.98
01/25/2017,75.9
01/26/2017,77.27
01/27/2017,77.27
01/28/2017,77.27
01/29/2017,77.27
01/30/2017,77.27
01/31/2017,77.27
02/01/2017,77.27
02/02/2017,78.63
02/03/2017,79.3
02/04/2017,78.22
02/05/2017,78.22
02/06/2017,77.14
02/07/2017,80.02
02/08/2017,76.96
02/09/2017,77.33
02/10/2017,76.74
02/11/2017,78.56
02/12/2017,78.56
02/13/2017,80.37
02/14/2017,80.5
02/15/2017,78.65
02/16/2017,77.06
02/17/2017,79.14
02/18/2017,77.82
02/19/2017,77.82
02/20/2017,76.49
02/21/2017,79.17
02/22/2017,79.49
02/23/2017,77.96
02/24/2017,80.27
02/25/2017,80.15
02/26/2017,80.15
02/27/2017,80.03
02/28/2017,78.1
03/01/2017,80.95
03/02/2017,81.96
03/03/2017,79.81
03/04/2017,81.25
03/05/2017,81.25
03/06/2017,82.69
03/07/2017,81.78
03/08/2017,81.4
03/09/2017,78.16
03/10/2017,81.88
03/11/2017,80.23
03/12/2017,80.23
03/13/2017,78.58
03/14/2017,82.72
03/15/2017,82.4
03/16/2017,80.49
03/17/2017,78.45
03/18/2017,78.84
03/19/2017,78.84
03/20/2017,79.22
03/21/2017,81.59
03/22/2017,81.79
03/23/2017,81.58
03/24/2017,80.47
03/25/2017,81.22
03/26/2017,81.22
03/27/2017,81.97
03/28/2017,81.36
03/29/2017,80.15
03/30/2017,81.06
03/31/2017,81.31
04/01/2017,80.71
04/02/2017,80.71
04/03/2017,80.1
04/04/2017,81.65
04/05/2017,80.96
04/06/2017,81.74
04/07/2017,81.83
04/08/2017,82.2
04/09/2017,82.2
04/10/2017,82.57
04/11/2017,78.09
04/12/2017,80.7
04/13/2017,81.17
04/14/2017,79.33
04/15/2017,80.16
04/16/2017,80.16
04/17/2017,80.99
04/18/2017,80.88
04/19/2017,80.69
04/20/2017,81.23
04/21/2017,82.55
04/22/2017,81.7
04/23/2017,81.7
04/24/2017,80.85
04/25/2017,82.21
04/26/2017,78.91
04/27/2017,78.15
04/28/2017,82.53
04/29/2017,64.83
04/30/2017,64.83
05/01/2017,64.83
05/02/2017,64.83
05/03/2017,47.12
05/04/2017,47.35
05/05/2017,49.71
