Date,Average_Price
01/01/2017,81.82
01/02/2017,81.82
01/03/2017,82.14
01/04/2017,84.43
01/05/2017,80.83
01/06/2017,81.5
01/07/2017,81.79
01/08/2017,81.79
01/09/2017,82.07
01/10/2017,84.77
01/11/2017,82.07
01/12/2017,82.36
01/13/2017,80.34
01/14/2017,80.22
01/15/2017,80.22
01/16/2017,80.09
01/17/2017,80.25
01/18/2017,82.6
01/19/2017,82.03
01/20/2017,82.36
01/21/2017,82.36
01/22/2017,82.36
01/23/2017,82.69
01/24/2017,83.79
01/25/2017,81.18
01/26/2017,73.14
01/27/2017,73.14
01/28/2017,73.14
01/29/2017,73.14
01/30/2017,73.14
01/31/2017,73.14
02/01/2017,73.14
02/02/2017,65.09
02/03/2017,63.46
02/04/2017,63.55
02/05/2017,63.55
02/06/2017,63.63
02/07/2017,66.84
02/08/2017,63.29
02/09/2017,65.95
02/10/2017,66.45
02/11/2017,64.97
02/12/2017,64.97
02/13/2017,63.49
02/14/2017,64.25
02/15/2017,64.69
02/16/2017,67.36
02/17/2017,65.07
02/18/2017,65.95
02/19/2017,65.95
02/20/2017,66.82
02/21/2017,67.05
02/22/2017,63.26
02/23/2017,63.68
02/24/2017,64.91
02/25/2017,64
02/26/2017,64
02/27/2017,63.08
02/28/2017,65.57
03/01/2017,54.71
03/02/2017,54.11
03/03/2017,56.88
03/04/2017,55.61
03/05/2017,55.61
03/06/2017,54.33
03/07/2017,54.8
03/08/2017,55.39
03/09/2017,55.69
03/10/2017,56.35
03/11/2017,56.43
03/12/2017,56.43
03/13/2017,56.5
03/14/2017,55.08
03/15/2017,53.11
03/16/2017,53.17
03/17/2017,52.21
03/18/2017,54.54
03/19/2017,54.54
03/20/2017,56.87
03/21/2017,52.7
03/22/2017,54.89
03/23/2017,56.68
03/24/2017,56.39
03/25/2017,54.31
03/26/2017,54.31
03/27/2017,52.22
03/28/2017,52.64
03/29/2017,56.45
03/30/2017,55.31
03/31/2017,53.68
04/01/2017,56.08
04/02/2017,56.08
04/03/2017,58.47
04/04/2017,58.13
04/05/2017,59.95
04/06/2017,58.11
04/07/2017,58.08
04/08/2017,58.29
04/09/2017,58.29
04/10/2017,58.49
04/11/2017,57.27
04/12/2017,60.26
04/13/2017,60.7
04/14/2017,57.93
04/15/2017,57.5
04/16/2017,57.5
04/17/2017,57.07
04/18/2017,59.45
04/19/2017,56.64
04/20/2017,60.73
04/21/2017,60.27
04/22/2017,59.52
04/23/2017,59.52
04/24/2017,58.77
04/25/2017,56.05
04/26/2017,57.14
04/27/2017,57.04
04/28/2017,60.98
04/29/2017,61.29
04/30/2017,61.29
05/01/2017,61.29
05/02/2017,61.29
05/03/2017,61.6
05/04/2017,63.77
05/05/2017,60.91
05/06/2017,61.89
05/07/2017,61.89
05/08/2017,62.87
05/09/2017,59.73
05/10/2017,63.35
05/11/2017,63.44
05/12/2017,61.77
05/13/2017,62.55
05/14/2017,62.55
05/15/2017,63.32
05/16/2017,61.24
05/17/2017,61.84
05/18/2017,63.11
05/19/2017,63.09
05/20/2017,62.64
05/21/2017,62.64
05/22/2017,62.18
05/23/2017,60.71
05/24/2017,61
05/25/2017,62.96
05/26/2017,61.99
05/27/2017,61.29
05/28/2017,61.29
05/29/2017,60.59
05/30/2017,62.17
05/31/2017,60.24
06/01/2017,67.26
06/02/2017,68.91
06/03/2017,67.55
06/04/2017,67.55
06/05/2017,66.19
06/06/2017,67.75
06/07/2017,69.51
06/08/2017,69.67
06/09/2017,65.17
06/10/2017,66.74
06/11/2017,66.74
06/12/2017,68.31
06/13/2017,65
06/14/2017,66.6
06/15/2017,69.11
06/16/2017,66.51
06/17/2017,66.69
06/18/2017,66.69
06/19/2017,66.86
06/20/2017,67.33
06/21/2017,68.36
06/22/2017,65.03
06/23/2017,65.22
06/24/2017,66.3
06/25/2017,66.3
06/26/2017,67.38
06/27/2017,66.86
06/28/2017,66.77
06/29/2017,66.56
06/30/2017,67.49
07/01/2017,68.64
07/02/2017,68.64
07/03/2017,69.78
07/04/2017,70.13
07/05/2017,69.82
07/06/2017,68.19
07/07/2017,69.9
07/08/2017,69.66
07/09/2017,69.66
07/10/2017,69.42
07/11/2017,69.75
07/12/2017,68.96
07/13/2017,70.02
07/14/2017,71.56
07/15/2017,70.22
07/16/2017,70.22
07/17/2017,68.87
07/18/2017,70.65
07/19/2017,71.08
07/20/2017,70.2
07/21/2017,69.94
07/22/2017,69.64
07/23/2017,69.64
07/24/2017,69.34
07/25/2017,68.01
07/26/2017,68.27
07/27/2017,70.15
07/28/2017,69.49
07/29/2017,70.24
07/30/2017,70.24
07/31/2017,70.99
08/01/2017,69.46
08/02/2017,70.61
08/03/2017,71.98
08/04/2017,70.96
08/05/2017,70.24
08/06/2017,70.24
08/07/2017,67.61
08/08/2017,71.82
08/09/2017,70.31
08/10/2017,69.46
08/11/2017,68.63
08/12/2017,69.29
08/13/2017,69.29
08/14/2017,70.39
08/15/2017,70.94
08/16/2017,70.56
08/17/2017,71.17
08/18/2017,69.64
08/19/2017,70.6
08/20/2017,70.6
08/21/2017,71.56
